#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -110.181917687  -53.041935836   17.805881370
   -2.951193099   -3.141592654 -118.594420255  -34.736088036   19.928558737
   -2.760793544   -3.141592654 -123.269680159  -14.661378997   21.160779480
   -2.570393989   -3.141592654 -124.395550735    1.800169809   21.683681077
   -2.379994435   -3.141592654 -123.027242184   11.236916831   21.967747130
   -2.189594880   -3.141592654 -120.578644510   13.393430526   22.629508994
   -1.999195325   -3.141592654 -118.208364846   11.064493205   24.174148045
   -1.808795770   -3.141592654 -116.363473973    8.647551703   26.735921728
   -1.618396215   -3.141592654 -114.666185618   10.011119141   29.955042929
   -1.427996661   -3.141592654 -112.190726677   16.853608097   33.080170704
   -1.237597106   -3.141592654 -107.957567880   28.056829711   35.239962515
   -1.047197551   -3.141592654 -101.421603665   40.358973866   35.743526004
   -0.856797996   -3.141592654  -92.756034291   49.742179114   34.254321353
   -0.666398442   -3.141592654  -82.859054809   52.757535083   30.793931171
   -0.475998887   -3.141592654  -73.163955579   47.469070975   25.636058495
   -0.285599332   -3.141592654  -65.303897563   33.603518605   19.202485820
   -0.095199777   -3.141592654  -60.784302164   12.865532504   12.000873414
    0.095199777   -3.141592654  -60.593376804  -11.084711766    4.611284394
    0.285599332   -3.141592654  -64.846691760  -32.822016778   -2.328165592
    0.475998887   -3.141592654  -72.540533741  -46.246177705   -8.176898721
    0.666398442   -3.141592654  -81.600055706  -46.604929338  -12.394770078
    0.856797996   -3.141592654  -89.354580913  -32.769102879  -14.655433140
    1.047197551   -3.141592654  -93.378924637   -8.449081015  -14.948613149
    1.237597106   -3.141592654  -92.379496648   18.565497011  -13.590358822
    1.427996661   -3.141592654  -86.705937326   39.241421889  -11.122306000
    1.618396215   -3.141592654  -78.262837596   46.913976528   -8.113601564
    1.808795770   -3.141592654  -69.797716547   39.553798945   -4.977490892
    1.999195325   -3.141592654  -63.985886347   19.832131593   -1.874710558
    2.189594880   -3.141592654  -62.670034873   -6.578572611    1.242981999
    2.379994435   -3.141592654  -66.496659866  -33.107569563    4.500782735
    2.570393989   -3.141592654  -74.910343613  -53.924313391    7.955396905
    2.760793544   -3.141592654  -86.397281324  -64.912911436   11.506717299
    2.951193099   -3.141592654  -98.877354877  -64.291166587   14.901497034

   -3.141592654   -2.792526803 -102.619478152  -49.136730265   25.830030696
   -2.951193099   -2.792526803 -110.465821842  -32.724566717   27.835874936
   -2.760793544   -2.792526803 -114.928469684  -14.373099126   28.714799074
   -2.570393989   -2.792526803 -116.109688770    1.092631531   28.746453903
   -2.379994435   -2.792526803 -114.881806768   10.677921106   28.485060229
   -2.189594880   -2.792526803 -112.428978819   14.171045389   28.585121901
   -1.999195325   -2.792526803 -109.719174414   13.915253283   29.532381177
   -1.808795770   -2.792526803 -107.135971149   13.454138042   31.400826911
   -1.618396215   -2.792526803 -104.414942836   15.721808595   33.748937928
   -1.427996661   -2.792526803 -100.898394398   21.776576783   35.746690550
   -1.237597106   -2.792526803  -95.947408032   30.410491623   36.467495168
   -1.047197551   -2.792526803  -89.319959464   38.817395610   35.223201813
   -0.856797996   -2.792526803  -81.369136511   43.769539688   31.773963584
   -0.666398442   -2.792526803  -73.013966773   42.657584546   26.348065325
   -0.475998887   -2.792526803  -65.561588233   34.232297962   19.506216758
   -0.285599332   -2.792526803  -60.409381689   18.673685785   11.957906371
   -0.095199777   -2.792526803  -58.762537465   -2.089378372    4.416901222
    0.095199777   -2.792526803  -61.288557538  -24.399570808   -2.469984529
    0.285599332   -2.792526803  -67.806255777  -43.088453934   -8.145652600
    0.475998887   -2.792526803  -77.088311082  -52.561134552  -12.179710784
    0.666398442   -2.792526803  -86.951588879  -48.744992741  -14.331075660
    0.856797996   -2.792526803  -94.751472504  -31.220305895  -14.611350494
    1.047197551   -2.792526803  -98.209722300   -4.228636970  -13.300620460
    1.237597106   -2.792526803  -96.250262778   24.245715945  -10.870391282
    1.427996661   -2.792526803  -89.441729928   45.357511820   -7.832210033
    1.618396215   -2.792526803  -79.843174992   52.891269576   -4.558181532
    1.808795770   -2.792526803  -70.263365525   45.315554469   -1.198519440
    1.999195325   -2.792526803  -63.356655044   25.628151864    2.298045407
    2.189594880   -2.792526803  -60.909182525   -0.451040843    6.061025040
    2.379994435   -2.792526803  -63.526965314  -26.553821357   10.159196754
    2.570393989   -2.792526803  -70.665996537  -47.168004010   14.503020125
    2.760793544   -2.792526803  -80.884597292  -58.465698512   18.823441859
    2.951193099   -2.792526803  -92.217212468  -58.813324248   22.732946817

   -3.141592654   -2.443460953  -93.648380616  -44.799265459   23.053230845
   -2.951193099   -2.443460953 -100.853281276  -30.340153335   24.749660332
   -2.760793544   -2.443460953 -105.034837766  -13.734256751   25.523093043
   -2.570393989   -2.443460953 -106.207295314    0.699098559   25.582493491
   -2.379994435   -2.443460953 -105.071031481   10.293570820   25.323153891
   -2.189594880   -2.443460953 -102.609559466   14.779704373   25.201428722
   -1.999195325   -2.443460953  -99.646878740   15.977719855   25.533874613
   -1.808795770   -2.443460953  -96.557507090   16.567648044   26.316814583
   -1.618396215   -2.443460953  -93.237869003   18.640140286   27.144710027
   -1.427996661   -2.443460953  -89.319038246   22.803334823   27.326182693
   -1.237597106   -2.443460953  -84.478410043   28.031270504   26.142382008
   -1.047197551   -2.443460953  -78.697543189   32.272479123   23.152025972
   -0.856797996   -2.443460953  -72.378048863   33.317314051   18.376906248
   -0.666398442   -2.443460953  -66.299972601   29.450750400   12.288275298
   -0.475998887   -2.443460953  -61.496733317   19.915683304    5.621770177
   -0.285599332   -2.443460953  -59.042287911    4.927314512   -0.866029150
   -0.095199777   -2.443460953  -59.846201603  -13.884594722   -6.571447412
    0.095199777   -2.443460953  -64.355461997  -33.314543133  -11.103955603
    0.285599332   -2.443460953  -72.257681071  -48.672599147  -14.249503542
    0.475998887   -2.443460953  -82.282335209  -54.802509435  -15.935096296
    0.666398442   -2.443460953  -92.281645162  -48.010298355  -16.211245864
    0.856797996   -2.443460953  -99.710808742  -28.168417838  -15.259198577
    1.047197551   -2.443460953 -102.433042490    0.338694939  -13.368271238
    1.237597106   -2.443460953  -99.521142795   29.585310341  -10.868672138
    1.427996661   -2.443460953  -91.664383540   50.982641195   -8.041291923
    1.618396215   -2.443460953  -80.982827422   58.644659320   -5.029442254
    1.808795770   -2.443460953  -70.287550156   51.311628236   -1.844669079
    1.999195325   -2.443460953  -62.197987345   32.085044455    1.577252619
    2.189594880   -2.443460953  -58.464951749    6.592540474    5.280151904
    2.379994435   -2.443460953  -59.691057828  -19.028644905    9.219145066
    2.570393989   -2.443460953  -65.377650384  -39.533615077   13.234691333
    2.760793544   -2.443460953  -74.175870951  -51.303411883   17.072023481
    2.951193099   -2.443460953  -84.240883092  -52.784526474   20.436560800

   -3.141592654   -2.094395102  -87.228058069  -40.999290119   13.939792875
   -2.951193099   -2.094395102  -93.836321612  -27.903444073   15.227336756
   -2.760793544   -2.094395102  -97.687832437  -12.691190204   16.025703301
   -2.570393989   -2.094395102  -98.775410936    0.614839458   16.384442288
   -2.379994435   -2.094395102  -97.722692561    9.600173023   16.402630763
   -2.189594880   -2.094395102  -95.405611135   14.034106991   16.194659475
   -1.999195325   -2.094395102  -92.564322425   15.459000007   15.816030826
   -1.808795770   -2.094395102  -89.569503952   15.997391024   15.197933308
   -1.618396215   -2.094395102  -86.427021807   17.178928900   14.112570101
   -1.427996661   -2.094395102  -82.959205106   19.354577085   12.245246605
   -1.237597106   -2.094395102  -79.034679246   21.781449860    9.334346944
   -1.047197551   -2.094395102  -74.722492501   23.174371300    5.340119558
   -0.856797996   -2.094395102  -70.344676474   22.240869683    0.531989866
   -0.666398442   -2.094395102  -66.446859402   17.914815486   -4.557154682
   -0.475998887   -2.094395102  -63.754547727    9.536511019   -9.298596797
   -0.285599332   -2.094395102  -63.067660820   -3.103902046  -13.173735578
   -0.095199777   -2.094395102  -65.131560326  -19.054643423  -15.912094196
    0.095199777   -2.094395102  -70.357267063  -35.716436821  -17.512735378
    0.285599332   -2.094395102  -78.488839411  -48.770452723  -18.148169677
    0.475998887   -2.094395102  -88.359073198  -53.174198624  -18.053141401
    0.666398442   -2.094395102  -97.928866534  -45.206104821  -17.423158277
    0.856797996   -2.094395102 -104.750470013  -24.646995704  -16.378107828
    1.047197551   -2.094395102 -106.763279159    4.240500868  -14.962249122
    1.237597106   -2.094395102 -103.088575369   33.682373517  -13.173380421
    1.427996661   -2.094395102  -94.434775145   55.268925473  -11.000065481
    1.618396215   -2.094395102  -82.909662336   63.234286564   -8.438066896
    1.808795770   -2.094395102  -71.298993821   56.345280270   -5.525859936
    1.999195325   -2.094395102  -62.201702134   37.623851541   -2.353505198
    2.189594880   -2.094395102  -57.370021574   12.560256861    0.936970162
    2.379994435   -2.094395102  -57.433809259  -12.839458747    4.177189842
    2.570393989   -2.094395102  -61.942605077  -33.418098727    7.205131004
    2.760793544   -2.094395102  -69.609389631  -45.602988568    9.891475824
    2.951193099   -2.094395102  -78.656224690  -47.864527122   12.153799652

   -3.141592654   -1.745329252  -84.784766534  -39.061039555    5.224875636
   -2.951193099   -1.745329252  -91.071645022  -26.459416563    6.144556828
   -2.760793544   -1.745329252  -94.692799287  -11.725042370    6.868971457
   -2.570393989   -1.745329252  -95.645316104    1.046927383    7.279590944
   -2.379994435   -1.745329252  -94.571347998    9.360809092    7.220768384
   -2.189594880   -1.745329252  -92.380383706   12.902230379    6.548629514
   -1.999195325   -1.745329252  -89.862323264   13.146415905    5.165516892
   -1.808795770   -1.745329252  -87.446358717   12.177662007    3.043909055
   -1.618396215   -1.745329252  -85.195878611   11.602613076    0.214855550
   -1.427996661   -1.745329252  -82.961333163   12.003944045   -3.223051911
   -1.237597106   -1.745329252  -80.578573842   13.046720570   -7.092664889
   -1.047197551   -1.745329252  -77.995809434   13.928504328  -11.107249556
   -0.856797996   -1.745329252  -75.331728589   13.708790634  -14.873611779
   -0.666398442   -1.745329252  -72.889860078   11.346449608  -17.949791389
   -0.475998887   -1.745329252  -71.188100059    5.797413884  -19.965153976
   -0.285599332   -1.745329252  -70.923257930   -3.819892766  -20.750162042
   -0.095199777   -1.745329252  -72.872264786  -17.265257257  -20.414690791
    0.095199777   -1.745329252  -77.595726709  -32.410658936  -19.322788301
    0.285599332   -1.745329252  -85.042415217  -45.051282599  -17.950632139
    0.475998887   -1.745329252  -94.237225028  -49.904726777  -16.721137315
    0.666398442   -1.745329252 -103.263518713  -42.792564577  -15.848492446
    0.856797996   -1.745329252 -109.703333377  -22.993997794  -15.288818801
    1.047197551   -1.745329252 -111.439076024    5.594149791  -14.790860750
    1.237597106   -1.745329252 -107.486463826   35.339038219  -14.027137301
    1.427996661   -1.745329252  -98.446568533   57.721762753  -12.746587945
    1.618396215   -1.745329252  -86.358035862   66.688700816  -10.858613592
    1.808795770   -1.745329252  -74.000330711   60.675072414   -8.464853831
    1.999195325   -1.745329252  -64.022305407   42.455954693   -5.803097340
    2.189594880   -1.745329252  -58.259064943   17.427693051   -3.158622391
    2.379994435   -1.745329252  -57.425277212   -8.343035633   -0.770429674
    2.570393989   -1.745329252  -61.133801867  -29.543177330    1.232101523
    2.760793544   -1.745329252  -68.129152309  -42.429058399    2.841482637
    2.951193099   -1.745329252  -76.635569595  -45.354066142    4.140070516

   -3.141592654   -1.396263402  -86.413441277  -38.516541647    3.001803837
   -2.951193099   -1.396263402  -92.566406074  -25.600183279    2.957507806
   -2.760793544   -1.396263402  -96.004932895  -10.731061779    2.782767089
   -2.570393989   -1.396263402  -96.790742100    1.698466597    2.429846429
   -2.379994435   -1.396263402  -95.676008755    9.022260007    1.717003904
   -2.189594880   -1.396263402  -93.693800942   10.953475562    0.376347586
   -1.999195325   -1.396263402  -91.732855750    9.212723810   -1.833444452
   -1.808795770   -1.396263402  -90.257487787    6.269867738   -4.988789260
   -1.618396215   -1.396263402  -89.286015672    4.187979644   -8.924263816
   -1.427996661   -1.396263402  -88.540807371    3.941092771  -13.235367068
