   3.3016648494    1.0256508165    2.8336892074
   4.2816648494    1.0256508165    2.5710989988
   3.7916648494    1.8743557122    2.5710989988
   2.3216648494    1.0256508165    2.5710989988
   2.8116648494    0.1769459208    2.5710989988
   3.7916648494    0.1769459208    2.5710989988
   4.9990746408    1.0256508165    1.8536892074
   4.6748982171    2.0233632590    1.8536892074
   3.8261933214    2.6399834594    1.8536892074
   1.9284314817    0.0279383740    1.8536892074
   2.7771363774   -0.5886818265    1.8536892074
   3.8261933214   -0.5886818265    1.8536892074
   4.6748982171    0.0279383740    1.8536892074
   5.2616648494    1.0256508165    0.8736892074
   4.9990746408    2.0056508165    0.8736892074
   4.2816648494    2.7230606079    0.8736892074
   4.2816648494   -0.6717589750    0.8736892074
   4.9990746408    0.0456508165    0.8736892074
   4.6748982171    2.0233632590   -0.1063107926
   3.8261933214    2.6399834594   -0.1063107926
   3.8659125793   -1.1231869599    0.6612689873
   4.9698743289    1.5070369751   -0.3887310127
   4.3033526432    2.2593844322   -0.3887310127
   4.6403652290    1.5143565465   -1.4387310127
   1.9558221748   -0.3591934531    1.6352592941
   1.4308221748   -1.2685201271    1.3539126420
   2.4808221748   -1.2685201271    1.3539126420
   3.4857707287   -1.3424316858    0.5852592941
   1.4308221748    0.5501332209   -2.2833940539
   0.9058221748   -0.3591934531   -2.2833940539
   1.9558221748   -0.3591934531   -2.5647407059
   1.9179907606   -1.6411700935    1.2839484842
   2.9679907606   -1.6411700935    1.0026018322
   2.4429907606   -2.5504967674    1.0026018322
   3.7366441085   -1.6411700935    0.2339484842
   2.6734866648   -3.2954753672    0.2339484842
   2.1711177891   -3.7258587291   -0.8160515158
   2.4429907606   -0.7318434195   -2.6347048637
   1.3929907606   -0.7318434195   -2.6347048637
   1.9179907606   -1.6411700935   -2.9160515158
   0.7160514261   -2.1635388059    1.2837853350
   0.1910514261   -3.0728654798    1.0024386830
   1.2410514261   -3.0728654798    1.0024386830
   0.4572300690   -3.9636808850    0.2337853350
   1.4715473303   -3.8178440796    0.2337853350
  -0.0286188367   -4.1270729155   -0.8162146650
   0.9691784547   -4.2482274415   -0.8162146650
   1.9089873943   -3.8918049242   -0.8162146650
   0.4572300690   -3.9636808850   -1.8662146650
   1.4715473303   -3.8178440796   -1.8662146650
   0.1910514261   -1.2542121319   -2.6348680129
  -0.3339485739   -2.1635388059   -2.6348680129
   0.1910514261   -3.0728654798   -2.6348680129
   1.2410514261   -3.0728654798   -2.6348680129
   0.7160514261   -2.1635388059   -2.9162146650
  -0.0762824217   -1.1462589521    1.6706855748
   0.4487175783   -2.0555856261    1.3893389228
  -0.6012824217   -0.2369322782   -2.2479677731
  -0.0762824217   -1.1462589521   -2.5293144252
   1.6905509376   -0.0162710137    1.6134542535
   1.1655509376   -0.9255976876    1.6134542535
   1.1655509376    0.8930556603   -2.0238524424
   0.1155509376    0.8930556603   -2.0238524424
   0.6405509376   -0.0162710137   -2.3051990944
   0.0613367455    1.1939985554    2.3795505212
   0.5863367455    0.2846718814    2.0982038691
   0.5863367455    2.1033252293   -1.5391028268
  -0.4636632545    2.1033252293   -1.5391028268
   0.6719727296    2.2027932073    2.5092092990
   1.1619727296    3.0514981030    2.2466190904
   0.1819727296    3.0514981030    2.2466190904
  -0.3080272704    2.2027932073    2.2466190904
   1.1619727296    1.3540883116    2.2466190904
   2.0452060973    3.2005056498    1.5292092990
   1.1965012016    3.8171258502    1.5292092990
   0.1474442576    3.8171258502    1.5292092990
   1.6519727296    3.9002029987    0.5492092990
   0.6719727296    4.1627932073    0.5492092990
   2.0452060973    3.2005056498   -0.4307907010
   1.1965012016    3.8171258502   -0.4307907010
   0.1474442576    3.8171258502   -0.4307907010
   1.1619727296    3.0514981030   -1.1482004924
   0.1819727296    3.0514981030   -1.1482004924
  -1.3155479201    1.0929266695    2.5168195586
  -0.7905479201    0.1835999956    2.2354729065
  -1.8405479201    2.0022533435   -1.4018337894
  -1.3155479201    1.0929266695   -1.6831804414
  -2.0809782426   -0.0466390177    2.2707890854
  -2.6059782426   -0.9559656917    1.9894424333
  -1.5559782426   -0.9559656917    1.9894424333
  -2.6059782426    0.8626876562   -1.6478642626
  -3.1309782426   -0.0466390177   -1.6478642626
  -2.0809782426   -0.0466390177   -1.9292109146
  -3.2672716828   -0.0315295906    2.2923588590
  -3.7572716828    0.8171753051    2.0297686504
  -4.2472716828   -0.0315295906    2.0297686504
  -3.7572716828   -0.8802344863    2.0297686504
  -2.7772716828   -0.8802344863    2.0297686504
  -4.6405050505    0.9661828519    1.3123588590
  -4.9646814742   -0.0315295906    1.3123588590
  -4.6405050505   -1.0292420331    1.3123588590
  -3.7918001548   -1.6458622336    1.3123588590
  -4.9646814742    0.9484704094    0.3323588590
  -5.2272716828   -0.0315295906    0.3323588590
  -4.9646814742   -1.0115295906    0.3323588590
  -4.2472716828   -1.7289393821    0.3323588590
  -4.6405050505    0.9661828519   -0.6476411410
  -4.9646814742   -0.0315295906   -0.6476411410
  -4.6405050505   -1.0292420331   -0.6476411410
  -3.7572716828    0.8171753051   -1.3650509324
  -4.2472716828   -0.0315295906   -1.3650509324
  -3.2672716828   -0.0315295906   -1.6276411410
  -1.4321577557   -1.1785897101    1.8443738854
  -0.9071577557   -2.0879163841    1.5630272334
  -1.9571577557   -0.2692630362   -2.0742794625
  -1.4321577557   -1.1785897101   -2.3556261146
  -3.7956814949   -3.7738304373   -0.4939724574
  -2.9684791865   -4.3448069646   -0.4939724574
